,ET,P,wy,sumP,D
2000-10-31,44.08,125.39199829101562,2001,125.39199829101562,0.0
2000-11-30,12.8,20.35300064086914,2001,145.74499893188477,0.0
2000-12-31,18.4,19.750999450683594,2001,165.49599838256836,0.0
2001-01-31,15.36,175.50599670410156,2001,341.0019950866699,0.0
2001-02-28,23.76,183.88999938964844,2001,524.8919944763184,0.0
2001-03-31,44.56,96.22000122070312,2001,621.1119956970215,0.0
2001-04-30,44.480000000000004,161.1230010986328,2001,782.2349967956543,0.0
2001-05-31,90.96000000000001,0.0,2001,782.2349967956543,90.96000000000001
2001-06-30,106.16,0.0,2001,782.2349967956543,197.12
2001-07-31,108.32000000000001,15.666000366210938,2001,797.9009971618652,289.77399963378906
2001-08-31,103.44,0.0,2001,797.9009971618652,393.21399963378906
2001-09-30,87.92,0.36899998784065247,2001,798.2699971497059,480.7649996459484
2001-10-31,46.959999999999994,42.39099884033203,2002,42.39099884033203,485.33400080561637
2001-11-30,28.400000000000002,176.27699279785156,2002,218.6679916381836,337.4570080077648
2001-12-31,9.36,260.7380065917969,2002,479.40599822998047,86.07900141596792
2002-01-31,12.4,95.26499938964844,2002,574.6709976196289,3.2140020263194913
2002-02-28,29.840000000000003,42.25699996948242,2002,616.9279975891113,0.0
2002-03-31,51.36,126.41100311279297,2002,743.3390007019043,0.0
2002-04-30,33.36,51.141998291015625,2002,794.4809989929199,0.0
2002-05-31,78.24000000000001,46.750999450683594,2002,841.2319984436035,31.489000549316415
2002-06-30,109.28,5.656000137329102,2002,846.8879985809326,135.11300041198731
2002-07-31,113.12,0.0,2002,846.8879985809326,248.23300041198732
2002-08-31,116.16,0.0,2002,846.8879985809326,364.3930004119873
2002-09-30,93.12,0.7419999837875366,2002,847.6299985647202,456.7710004281998
2002-10-31,46.16,5.543000221252441,2003,5.543000221252441,497.38800020694737
2002-11-30,35.6,230.4029998779297,2003,235.94600009918213,302.5850003290177
2002-12-31,14.72,235.71099853515625,2003,471.6569986343384,81.59400179386145
2003-01-31,21.28,18.21299934387207,2003,489.86999797821045,84.66100244998938
2003-02-28,25.44,120.18399810791016,2003,610.0539960861206,0.0
2003-03-31,50.480000000000004,98.28199768066406,2003,708.3359937667847,0.0
2003-04-30,44.72,210.677001953125,2003,919.0129957199097,0.0
2003-05-31,91.44,85.84500122070312,2003,1004.8579969406128,5.594998779296873
2003-06-30,101.84,0.0,2003,1004.8579969406128,107.43499877929688
2003-07-31,107.68,6.250999927520752,2003,1011.1089968681335,208.86399885177613
2003-08-31,121.92,22.429000854492188,2003,1033.5379977226257,308.35499799728393
2003-09-30,100.64,1.1540000438690186,2003,1034.6919977664948,407.8409979534149
2003-10-31,56.96000000000001,2.25,2004,2.25,462.55099795341494
2003-11-30,27.6,66.74199676513672,2004,68.99199676513672,423.40900118827824
2003-12-31,11.84,245.78399658203125,2004,314.77599334716797,189.465004606247
2004-01-31,14.4,77.91899871826172,2004,392.6949920654297,125.94600588798528
2004-02-29,23.28,186.44700622558594,2004,579.1419982910156,0.0
2004-03-31,57.68000000000001,36.724998474121094,2004,615.8669967651367,20.955001525878913
2004-04-30,66.24000000000001,15.654000282287598,2004,631.5209970474243,71.54100124359132
2004-05-31,60.72,13.602999687194824,2004,645.1239967346191,118.6580015563965
2004-06-30,101.68,0.0,2004,645.1239967346191,220.3380015563965
2004-07-31,110.72,1.1510000228881836,2004,646.2749967575073,329.9070015335083
2004-08-31,95.36,0.0,2004,646.2749967575073,425.26700153350833
2004-09-30,81.44,1.1799999475479126,2004,647.4549967050552,505.5270015859604
2004-10-31,37.92,213.62600708007812,2005,213.62600708007812,329.8209945058823
2004-11-30,15.120000000000001,47.51300048828125,2005,261.1390075683594,297.42799401760107
2004-12-31,15.120000000000001,166.2519989013672,2005,427.39100646972656,146.29599511623388
2005-01-31,13.76,337.947998046875,2005,765.3390045166016,0.0
2005-02-28,28.880000000000003,145.66900634765625,2005,911.0080108642578,0.0
2005-03-31,52.480000000000004,209.7270050048828,2005,1120.7350158691406,0.0
2005-04-30,44.0,72.84700012207031,2005,1193.582015991211,0.0
2005-05-31,97.84,144.03599548339844,2005,1337.6180114746094,0.0
2005-06-30,96.16,0.08399999886751175,2005,1337.702011473477,96.07600000113248
2005-07-31,120.64,0.0,2005,1337.702011473477,216.7160000011325
2005-08-31,112.64,3.128000020980835,2005,1340.8300114944577,326.22799998015165
2005-09-30,89.2,7.135000228881836,2005,1347.9650117233396,408.2929997512698
2005-10-31,49.68,16.753000259399414,2006,16.753000259399414,441.2199994918704
2005-11-30,41.519999999999996,22.95800018310547,2006,39.71100044250488,459.7819993087649
2005-12-31,18.4,226.23699951171875,2006,265.94799995422363,251.94499979704617
2006-01-31,17.28,284.5840148925781,2006,550.5320148468018,0.0
2006-02-28,23.200000000000003,95.62799835205078,2006,646.1600131988525,0.0
2006-03-31,37.6,300.81500244140625,2006,946.9750156402588,0.0
2006-04-30,46.0,319.5679931640625,2006,1266.5430088043213,0.0
2006-05-31,75.12,26.635000228881836,2006,1293.1780090332031,48.48499977111817
2006-06-30,109.52000000000001,0.0,2006,1293.1780090332031,158.00499977111818
2006-07-31,119.2,21.191999435424805,2006,1314.370008468628,256.0130003356934
2006-08-31,109.84,0.0,2006,1314.370008468628,365.8530003356934
2006-09-30,83.6,0.0,2006,1314.370008468628,449.45300033569345
2006-10-31,46.32,11.414999961853027,2007,11.414999961853027,484.3580003738404
2006-11-30,35.44,27.097999572753906,2007,38.512999534606934,492.7000008010865
2006-12-31,18.64,119.65399932861328,2007,158.16699886322021,391.6860014724732
2007-01-31,22.72,32.590999603271484,2007,190.7579984664917,381.81500186920175
2007-02-28,27.36,179.81300354003906,2007,370.57100200653076,229.3619983291627
2007-03-31,48.160000000000004,44.98699951171875,2007,415.5580015182495,232.53499881744395
2007-04-30,44.080000000000005,35.89099884033203,2007,451.44900035858154,240.72399997711193
2007-05-31,83.92,9.368000030517578,2007,460.8170003890991,315.27599994659437
2007-06-30,101.75999999999999,0.0,2007,460.8170003890991,417.03599994659436
2007-07-31,108.16,0.0,2007,460.8170003890991,525.1959999465944
2007-08-31,110.88,6.11299991607666,2007,466.9300003051758,629.9630000305177
2007-09-30,85.92,8.406999588012695,2007,475.3369998931885,707.476000442505
2007-10-31,50.24,19.908000946044922,2008,19.908000946044922,737.8079994964601
2007-11-30,46.0,4.736999988555908,2008,24.64500093460083,779.0709995079042
2007-12-31,16.08,137.03599548339844,2008,161.68099641799927,658.1150040245058
2008-01-31,14.0,288.7690124511719,2008,450.45000886917114,383.3459915733339
2008-02-29,28.64,198.1490020751953,2008,648.5990109443665,213.83698949813856
2008-03-31,44.32,19.768999099731445,2008,668.3680100440979,238.3879903984071
2008-04-30,48.72,0.33799999952316284,2008,668.7060100436211,286.7699903988839
2008-05-31,56.4,39.257999420166016,2008,707.9640094637871,303.9119909787179
2008-06-30,114.8,0.0,2008,707.9640094637871,418.7119909787179
2008-07-31,114.56,20.790000915527344,2008,728.7540103793144,512.4819900631906
2008-08-31,103.52000000000001,0.0,2008,728.7540103793144,616.0019900631905
2008-09-30,82.24000000000001,0.3160000145435333,2008,729.070010393858,697.925990048647
2008-10-31,57.28,45.573001861572266,2009,45.573001861572266,709.6329881870747
2008-11-30,28.32,112.47799682617188,2009,158.05099868774414,625.4749913609028
2008-12-31,19.2,128.72500610351562,2009,286.77600479125977,515.9499852573872
2009-01-31,22.48,138.88800048828125,2009,425.664005279541,399.54198476910597
2009-02-28,25.28,199.25100708007812,2009,624.9150123596191,225.57097768902784
2009-03-31,46.160000000000004,85.6520004272461,2009,710.5670127868652,186.07897726178174
2009-04-30,39.28,44.89099884033203,2009,755.4580116271973,180.46797842144971
2009-05-31,85.03999999999999,56.44599914550781,2009,811.9040107727051,209.0619792759419
2009-06-30,93.6,40.69300079345703,2009,852.5970115661621,261.9689784824849
2009-07-31,100.72,0.0,2009,852.5970115661621,362.6889784824849
2009-08-31,106.24000000000001,8.46399974822998,2009,861.0610113143921,460.46497873425494
2009-09-30,93.92,0.0,2009,861.0610113143921,554.3849787342549
2009-10-31,46.96,194.4290008544922,2010,194.4290008544922,406.91597787976275
2009-11-30,41.120000000000005,5.820000171661377,2010,200.24900102615356,442.2159777081014
2009-12-31,16.56,201.41799926757812,2010,401.6670002937317,257.35797844052325
2010-01-31,15.36,220.0189971923828,2010,621.6859974861145,52.698981248140456
2010-02-28,25.68,215.552001953125,2010,837.2379994392395,0.0
2010-03-31,47.2,92.03199768066406,2010,929.2699971199036,0.0
2010-04-30,44.56,182.0959930419922,2010,1111.3659901618958,0.0
2010-05-31,68.48,49.51100158691406,2010,1160.8769917488098,18.96899841308594
2010-06-30,97.52000000000001,0.26100000739097595,2010,1161.1379917562008,116.22799840569498
2010-07-31,115.04,0.0,2010,1161.1379917562008,231.26799840569498
2010-08-31,101.76,0.0,2010,1161.1379917562008,333.027998405695
2010-09-30,76.8,1.8550000190734863,2010,1162.9929917752743,407.9729983866215
2010-10-31,42.08,163.44500732421875,2011,163.44500732421875,286.60799106240273
2010-11-30,28.88,117.12100219726562,2011,280.5660095214844,198.3669888651371
2010-12-31,13.92,470.9859924316406,2011,751.552001953125,0.0
2011-01-31,19.12,91.80000305175781,2011,843.3520050048828,0.0
2011-02-28,26.48,175.67599487304688,2011,1019.0279998779297,0.0
2011-03-31,42.8,355.02301025390625,2011,1374.051010131836,0.0
2011-04-30,38.0,40.28300094604492,2011,1414.3340110778809,0.0
2011-05-31,52.0,107.94300079345703,2011,1522.277011871338,0.0
